Business Process Name,Description,Process owner,Diagram URL
13.8.1.3 Provide BIA help 1.00,"The objective of this diagram is to show the route for those who need help when creating Power BI reports, or who are in training to become a Power User/Certified User.
When you need help best is to contact someone from the BIA community you know and who is close to you.
We also have a BIA community at the BIA TEAMS site. This community is another important contact point if you need help or have a question.
The third option is to raise an IT ticket.",BIA/Data BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c3bd5c99-d070-4920-a6f7-e4a31d66f965&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
13.8.10.1 Control BIA program 1.00,"The objective of this diagram is to give an overview of the activities from the BIA Business Leader, and the BIA IT Leader to keep control of the BIA program. Important topics are Security governance checks, PBI usage, BIA communications/deployment
BIA Business Leader – Represents the interests of all business operations functional areas to maximize effective use and business benefit from BIA. The role requires a broad range and high level of business acumen, organizational leadership, and demonstrated expertise in BIA and related tools and their effective application, as well as leading-edge capabilities (e.g., Machine Learning, Artificial Intelligence, and other such advances) and methodologies, and sufficient knowledge and experience in the IT aspects of BIA and how to work effectively with the IT organization.
BIA IT Leader – Represents the interests of all IT functional areas to maximize effective use and business benefit from BIA. The role requires a broad range and high level of IT acumen, organizational leadership, and demonstrated expertise in BIA and related architecture, tools, and their effective application, as well as leading-edge capabilities (e.g., Machine Learning and Artificial Intelligence) and methodologies, and sufficient knowledge and experience in the business aspects of BIA and how to work effectively with the operational business functions. The BIA IT Leader may also perform the role of BIA Data Architect.",BIA/Data BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=378eb0d5-0c6f-4881-8514-91c7405e4ec4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
13.8.7A Create data models (creation BIA report) 1.00,"The objective of this diagram is to show the route of creating a Power BI report until the release step.
Power Users, or Certified Users are those who are building BIA reports.
Power User (PU) is a role to develop and maintain dashboards, for instance in Microsoft Power BI. The Power User is often working within a functional area (e.g., finance or manufacturing), should have domain expertise, and knowledge of the processes and related data. The Power User will collaborate with the Business Intelligence and Analytics Center of Excellence (BIA COE) to create dashboards.
Power Users could be specifically designated and authorized by their Business Functional Owners (BFOs) to work on dashboards, and related data. The BIA COE, maintains a registry of all Power Users by functional area across ASM.
A Power User is expected to fulfill all aspects of the role as defined within this document. The role can require a notable time commitment that may even extend to full time. Expectations from a Power User are:
Build and maintain dashboards for their responsible area.
Review the reports from time to time to ensure it is still up to date, and relevant.
Responsible for the underlying data quality of reports. For instance, the Power User should ensure the correctness and completeness of data presented in dashboards.
With their BFO own the KPIs, targets etc.
Responsible for access management to the dashboards. Access to confidential information should be restricted.
Responsible to provide support to key dashboard users within their area. For instance, explain how the dashboard should be used and interpreted.
Evangelize and drive adoption and effective use of Business Intelligence and Analytics in their respective area.
Participate in, and contribute to the Power User global community, e.g., sharing best practices, new tips/techniques, lessons learned.
Complete BIA and Power BI training. Training is available at the BIA TEAMS site, and certifications are recorded.
Officially listed as a key/integrated business management role in the BFO/ITBP/Controller/Business Processes registry.
A Certified User should have completed the defined BIA and Power BI training. This training material is similar as the training material for a Power User, located at the BIA Team site.
The Certified User can develop Power BI reports under the guidance of their Power User and BFO(s).
A Certified User can be graduated when a Power BI report has been developed and released and showing to understand the BIA governance during the release process.",BIA/Data BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=59e5bb0f-8dfd-4a6b-aba2-8655619d0a60&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
13.8.7B Create data models (Release BIA report) 1.00,"The objective of this diagram is to describe the release process of a Power BI report.
Every first release PBI report needs to go through this release process.
Next revisions don't need to go through this release process again.",BIA/Data BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2d5972cf-be94-4cf4-aba6-baa7cb8e91e9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.1.2.2B Manage Existing Product (PCP - Intake Phase) 1.00,Manage Existing Product (PCP - Intake Phase),Engineering BFO [iPLM],https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f981a146-e50c-44e6-aa75-a448dede94ac&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.1.4.6 Manage product/material classification (Create New Product Hierarchy) 1.00,"Key Activities
determine need for and create new product hierarchy",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=55cea888-c90e-4325-b88e-7cc9b55aab30&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.3.1 R&D Process (Open) 1.00,Pending the implementation of LEAN ER/RAPID and TeamCenter this process is displayed as a dummy flow,R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0e6bbf53-e582-4ffe-8642-c1457b92233c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"2.4.1.11 Errors resolution (Assertion) Rule checks and Pro Demotion (ER, MM, BOM, DIR) 1.00","Key Activities:
Assertion rules are auto validated in advance of object promotion.
Presents of an error prevent promotion
Errors are logged in the event log, and a resolve issue task is assigned to the object originator
The receiver of the task investigates the issue by use of:
- The details in the event log
- The resolution descriptions in the wiki
- By support of a more experience colleague and finally a local key user
Completing the task revalidates the assertion rules",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=39ad433b-a328-44e7-a851-aa015492e7bb&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.1.2 Manufacturing Preparation Request L1 1.00,"Key Activities:
Setup review MBOM,
Perform cost roll
Trigger MM plant buy
Review production order",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=44b9af20-66aa-4148-b971-340c4967d246&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.1.2.1 Setup MBOM 1.00,"Key Activities
Create MBOM and determine followup processes",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=9eca7084-85fa-4551-9eb4-5a3efb144e1c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.1.2.2 Review MBOM 1.00,"Key Activity
Review and Approve Bom",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=b307937a-bfa4-4f69-b710-1a5945938775&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.1.2.3 Perform Cost Roll Simulation 2.00,"Key Activities:
trigger MM Plant Plant Buy
Determine component/assembly cost.",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1e86c526-3972-4069-81c4-b611245155c0&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.1.2.4 Review Production Order 1.00,"Key Activities
Review Production Order
Promote MBOM & EBOM,
if applicable deactive UBOM",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=45252bc3-8299-46cf-8276-a0baecc94b0f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.3 Manage engineering change orders 1.00,Manage engineering change orders,R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ff0f1d0f-95ff-4db2-8087-b4c962994e67&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.3.1 R&C Manage engineering change orders 1.00,"Key activities
determine impact of PCP change on OFE projects",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f9cb106d-68c3-4b57-9c89-32c3726ea011&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.3.2 -iPLM Manufacturing Preparation Request 1.00,"Key activities:
Synchronize MBOM with EBOM
Update and or restructure MBOM manually
Trigger routing and production Version Creation
Review and approve BOM
(Reference: SAP S4R: IPS WF 552, 21 May 2025)",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c7b85f03-d7ef-48e9-99cb-8081469f7d17&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
2.5.4.1 ETO Sub-System Design 1.00,"Key Activities
Detemine need for R&D activities, setup new materials
Augment Order BOM review approve ORdeBOM Changes",R&D/Engineering BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=45543854-574b-4ca9-be61-356dcbfaa1c9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.3.3 Develop and manage pricing 1.00,"Determine pricing based on volume/unit forecast
execute Price planning (rebate)",Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a3b9b22c-f7dd-451d-a99c-12dbba463acf&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.3.3.3 Determine pricing based on volume/unit forecast 2.00,"Key Activity:
Validate condition record",Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bda59225-576b-4c1f-a4a6-0c9064033f26&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.3.3.3B R&C Determine pricing based on volume/unit forecast 1.00,R&C Determine pricing based on volume/unit forecast,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=eac78493-1550-40bf-9ab8-96306168624f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.1 Manage leads/opportunities 1.00,Manage leads/opportunities and associated risks,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=b4f9f9ea-6b59-476e-a072-e79acb0a75b4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.1.6 Manage Opportunity Pipeline 1.00,Manage Opportunity Pipeline,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=30a63515-6d55-4aa4-9006-cd8bd5041603&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.1.6 R&C Manage opportunity pipeline 1.00,Manage Opportunity Pipeline,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=025394a8-9f8d-425b-a111-28942ecc559e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.2 Manage customers and accounts 1.00,Manage customers and accounts,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1598f2c3-3bfd-4d11-b746-4dd6430896e5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.2.2 R&C Develop sales/key account plan 1.00,Develop sales/key account plan,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8ae9c372-13b2-443f-8891-4328a4c4ca9d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.2.3 R&C Manage sales/key account plan 1.00,Manage sales/key account plan,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c3b48500-cdb2-45f9-acfa-9b38434b1bfd&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.2.4 Manage customer relationships 1.00,"Customer requests for assessing ASM as their supplier require timely and reliable response. To leverage existing sources and processes, the following options are covered in this process model:
Requests driven by the RBA (Responsible Business Alliance) requirement, via the official platform of the organization (RBA-online).
Customer-specific templates covering RBA sections (Labor, Environment, Health & Safety, Ethics), with additional questions compared to the standard RBA SAQ (Self-Assessment Questionnaire)
Request for information about topics not covered by the RBA SAQs.",Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=9a30c5a4-1859-4bf2-a86a-a3eeb73f4cd2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
3.5.2.5 Manage Customer Master Data 1.00,Manage Customer Master Data,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a632a2bd-6c55-4dbf-ba85-de960ee3a4ca&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"3.5.3 Develop and manage sales proposals, bids, and quotes 1.00","Develop and manage sales proposals, bids, and quotes",Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8e974eb9-5551-40c1-8be4-8b2365584de8&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
